score,content,English
5,"Keren banget, ada banyak koleksi buku yang bermanfaat, sangat membantu bagi yang suka membaca.","Very cool, there are many collections of useful books, very helpful for those who like to read."
3,"Buruk bgt sekarang, setiap pinjem buku ngulang terus ga ada yg bisa dibuka","It's so bad now, every time I borrow a book, I keep repeating nothing, but I can't open it"
4,"I pusnas ini kenapa sih? Masa dari tadi mau cari buku aja selalu muncul ""hasil pencarian tidak ditemukan"" kesel bgt (edit) setelah satu tahun saya review ipusnas, saya balik lagi nih, baru install ulang tapi baru aja mau pakai tbtb apk keluar sendiri, mau baca buku juga susah bgt masuknya selalu ada ket ""sedang menyiapkan buku"" ditunggu sampai 15 menit gak kebuka-buka bukunya. Knp ya?","Why is this Pusnas? I've been looking for a book for a long time, ""Search results not found"" I'm really annoyed (edit) After one year I reviewed Ipusnas, I'm back again, just reinstalled but just wanted to use the tbtb apk it came out on its own, it's hard to read books too the entry is always there with the message ""preparing the book"" waiting for 15 minutes without opening the book. Why?"
3,"Ada yang kalau mau baca buku tiba-tiba nge-bug? Biar gak nge-bug gimana, ya?","Anyone who wants to read a book suddenly gets a bug? How about not making a bug, okay?"
4,"Saya sejauh ini nyaman dengan aplikasinya, karena aplikasi ini bantu saya baca buku tanpa harus beli, tetapi tetap legal. Saran saya, sebaiknya buku yang muncul di beranda sesuai dengan genre buku yang pernah dipinjam. Lalu, mungkin notifikasi kalau suatu buku sudah tersedia bisa ada di kolom notifikasi, kadang saya harus buka-tutup aplikasinya buat cek antrian.","So far I'm comfortable with the app, because it helps me read books without having to buy them, but it's still legal. My suggestion is that the books that appear on the homepage are in accordance with the genre of the books that have been borrowed. Then, maybe a notification if a book is available can be in the notification column, sometimes I have to open and close the application to check the queue."
5,"Versi 1.5.1 di device saya Redmi 9C, saat ingin membaca buku malah force closed atau keluar sendiri. Mohon diperbaiki kak. Edit : ternyata issue nya ada di perizinan akses aplikasi kak. Setelah aku izin kan akses penyimpanan, ipusnas bisa digunakan secara normal.","Version 1.5.1 on my device, Redmi 9C, when I want to read a book, it force closes or exits itself. Please fix it. Edit: it turns out that the problem is in the application access permissions, bro. After I allow storage access, Ipusnas can be used normally."
5,"Sekarang aplikasi Ipusnas sangat bagus dibanding yang dulu, ngga ada kendala saat login akun✨","Now the Ipusnas application is very good compared to the past, there are no problems when logging in to the account✨"
5,Bafus dan membantu,Nice and helpful
5,"MasyaAllah tabarakallah... Sangat bermanfaat sekali aplikasi ini, khususnya bagi saya yang hobi membaca tapi tidak cukup uang untuk membeli buku 😌💛💛💛","MasyaAllah tabarakallah... This application is very useful, especially for those of me who like to read but don't have enough money to buy books"
5,Buku 'Email saka Jakarta' kok tidak bisa dipinjam ya min?,"Why can't I borrow the book 'Email saka Jakarta', bro?"
5,"Keren, tetap terus lakukan improvisasi","Cool, keep on improvising"
4,"Bisa tambahkan menu favorit ga ya? Atau tambah button untuk masukkan buku yang mau di baca gitu. Jadi pas lagi scrolling ada buku yg mau di baca itu di keep dulu jangan langsung minjam karena waktu minjam cuma 5 hari 🥺. Karena buku sebelumnya belum selesai di baca, jadi nemu buku bagus di keep dulu gitu. Untuk memudahkan pembaca mau baca apa selanjutnya. Saran. Semoga mengerti saran dari saya.","Can you add a favorite menu or not? Or add a button to enter the book you want to read. So when you're scrolling, there's a book you want to read, keep it first, don't borrow it right away because the borrowing time is only 5 days . Because the previous book has not been finished reading, so if you find a good book, keep it first. To make it easier for readers to read what's next. Suggestion. Hope you understand my advice."
3,"Tiba2 hari ini halaman buku2 yg saya pinjam blank. Sdh kembalikan, pinjem lagi tp msh teteup. Ada yg tau problemnya di mana?","Arrived today a page of a book that I borrowed from the bank. I've returned it, borrowed it again but it's still up. Anyone know where the problem is?"
3,Saya tidak bisa mendaftar,I can't register
5,Mantap sangat bermanfaat,"Great, very useful"
5,"Bermanfaat bangat, terima kasih ipulnas","Very useful, thank you ipulnas"
4,Smkin ramah dg jaman,More friendly with the times
3,Ada beberapa buku tidak memiliki halaman ini menjadi sulit untuk dikutip. Mohon untuk diperbaiki,There are some books that do not have these pages being difficult to quote. Please fix
5,Kata bang jerome polin : NICEEEEEEEE,Jerome Polin said: NICEEEEEEEE
3,"Ipusnas sangat bermanfaat bg kita,apalagi seperti saat sekarang ini saat masih pandemi","Ipusnas is very useful for us, especially like now when it's still a pandemic"
5,"suka banget sama iPusnas!! Udah 2 tahun aku baca buku legal disini, sungguh menyenangkan!. Terima kasih iPusnas <3","really like iPusnas!! It's been 2 years I read legal books here, it's really fun!. Thank you iPusnas <3"
1,Loadingnya lama banget.,Very long loading.
4,Saya baca tapi kok tiga hari langsung hilang sih😧,I read it but why did it disappear in three days
1,"Download Apk ini karena ingin Baca Buku yang Legal karya Tere Liye, Tapi stoknya Terbatas, Mana ada Judul yang Double.","Download this Apk because you want to read a legal book by Tere Liye, but the stock is limited, where there is a double title."
5,"Overall udah bagus sih aplikasinya,membantu banget bagi kami para mahasiswa.Mungkin ada sedikit saran nih, di informasi detail buku mohon dicantumkan juga kategori bukunya, agar kami lebih mudah mencari buku-buku sejenis","Overall it's a good application, really helpful for us students. Maybe there is a little suggestion, in the detailed information on the book, please include the category of the book, so that it is easier for us to find similar books."
4,Sebenarnya sudah cukup bagus namun masih sering error ketika mencari atau meminjam bukunya Semoga bisa lebih baik lagi Dan baru baru ini kok ketika buka bukunya malah asik keluar dari aplikasinya ya Semoga bisa diperbaiki,"Actually, it's pretty good, but there are still errors when looking for or borrowing the book. Hopefully it can be even better. And recently, when I opened the book, it was cool to leave the application. Hopefully it can be fixed."
2,saya tidak bisa log ìn,I can not login
5,Gratis meminjam buku Caranya mudah Dan tidak rumit Terimakasih iPusnas🙏,Free borrowing books The method is easy and not complicated Thank you iPusnas🙏
3,"Mohon maaf, ini hanya masukan dari sy 1. UI nya tlg banget nget nget diperbaiki 2. Scrolling nya kurang mulus dan tampilan judul/cover dan penataan sangat buruk sekali, 3. Tampilan seperti kerefresh tiap kita scroll kebawah, mode pencarian dan kategori mengecewakan tolong tingkatkan 4. Tidak ada filter tertentu untuk memudahkan, tambahkan juga hastag Saya hargai meskipun bacaan kurang lengkap masih dimaklumi tapi karena ini officially punya pemerintah saya sangat hemmmmmmmmmmmmmmmmmmmmmmmmmmmmm","Sorry, this is just my input 1. The UI really needs to be fixed 2. The scrolling isn't smooth and the title/cover display and arrangement are very bad, 3. The display looks like it refreshes every time we scroll down, the search mode and categories are disappointing please increase 4. There is no specific filter to make it easier, also add a hashtag I appreciate even though the reading is incomplete it is still understandable but because this is officially owned by the government I am very hemmmmmmmmmmmmmmmmmmmmmmmmm"
2,"aplikasi nya suka tbtb problem padahal sinyal baguss :(( tapi waktu buka ipusnas langsung load lamaaa, terus kadang waktu refresh juga gabisaa :(( padahal enakk bisa baca buku gratis sama legall, tapi aplikasinya kurang lancar huhu","the application likes tbtb problems even though the signal is good :(( but when i open ipusnas it immediately loads for a long time, then sometimes the refresh time also doesn't work :(( even though it's good to be able to read free books with legall, but the application is not smooth huhu"
5,"Supaya budaya baca makin tinggi di Indonesia, khususnya Aceh","So that the reading culture will be higher in Indonesia, especially Aceh"
5,"Mau kasi masukan, tolong supaya bisa muncul notifikasi mengambang. Supaya kalau mengantri buku notifikasinya bisa muncul meskipun tidak sedang buka aplikasi. Masukan baru, saya harap ada fitur 'tambahkan ke list bacaan'. Karena kadang waktu saya scroll-scroll ipusnas sering nemu buku bagus, tapi saya masih ada buku lain yang masih belum selesai dibaca. Kalau ada list bacaan, saya bisa mudah nemu buku yang mau saya baca itu lagi.","I want to give input, please so that a floating notification can appear. So that if you queue for a book, the notification can appear even though you are not opening the application. New input, I hope there is an 'add to reading list' feature. Because sometimes when I scroll through Ipusnas I often find good books, but I still have other books that I haven't finished reading. If there is a reading list, I can easily find the book I want to read again."
1,"Ga bisa di akses pakai facebook. Kalau pakai email harus daftar dulu sepertinya, tp tidak ada form pendaftarannya","Can't be accessed using Facebook. If you use email, you have to register first, it seems, but there is no registration form"
5,"Kok error gak bisa login ya, apakah bisa membantu","How come the error can't login, can it help?"
