at,userName,score,content
2021-01-09 14:14:19,Fitria Hindahsari,3,"Cuma mau nanya, seharian ini coba buka ipusnas untuk cari buku tidak bisa, sampai harus logout dan pas masuk lagi gk bisa"
2021-01-09 10:56:31,faizah iezach,3,"Aplikasi nya kok server dlm proses maintenance terus, sya mau pinjam buku jadi tidak bisa"
2021-01-09 07:53:33,Cempluk Bawell,1,Susah apk inii... Sudah bisa trus gakbisa digunain lagi. Minta daftar ulang trus
2021-01-09 07:43:14,ismail hidayat,5,Mantap
2021-01-09 03:09:26,Pengguna Google,5,"Bagus, tp ada kekurangan. Saran saya tolong buku bisa dikembalikan di HARI YG SAMA spy bisa minjam buku2 yg lain. Karena adakalanya salah minjem buku."
2021-01-09 02:23:26,khannacomel 2529,3,"Sebenarnya suka bgt sama ipussnas Krn ngebantu banget cari bahan2 referensi, tp knp akhir2 ini punyaku sering keluar gitu mau baca bukunya yg udh dipinjem harus login lagi, daaan malah tadi aku buka gabisa masuk sm sekali malah tulisanya "" tidak dapat mengambil data dari server dan tidak ada DLS, tutup aplikasi ? "" Begitu... Ini kira2 apanya yg bermasalah ya,? Mohon dibantu dong soalnya aku banyak nyari referensi dari situ buat aku tulis. Makasiiih..."
2021-01-09 02:16:56,Antoni,3,"Problem loding books categories, unknown error selalu muncul pemberitahuan ini dan gak bisa pinjam buku juga sekelas apps milik negara kok kayak gini si"
2021-01-09 01:25:39,Lilie,3,"Bagus sih tapi kenapa sering error? Kadang saat saya sedang butuh applikasi error. Dan saya memberi saran, agar bisa mencari halaman yang diinginkan. Kadang saat menggeser halaman, sering keluar sendiri alias error. Terima kasih"
2021-01-09 01:06:43,Dwi Mulya Iswaningsih,1,"Kenapa pas saya buka, ada tulisan begini Tidak dapat mengambil data dari server atau dls, dan disuruh tutup aplikasi, mksud nya gimana, Padahal saya baru download!!!?"
2021-01-09 00:42:17,Zakaria Ya,1,"Saya sudah download tapi tidak bisa log in, mohon penjelasannya"
2021-01-09 00:40:14,Hanifia Shinta Putri,1,Aplikasi gk guna.. Dah download tapi gk bisa dibuka.. Dah ya kalian jan download ni aplikasi
2021-01-08 23:50:02,Siat Witput,3,Bagus-bagus bukunya. Tapi kok sering ada kendala. Contohnya kalau mau cari buku-buku di pencarian malah nggak muncul. Coba-coba pakek kata yang lain nyarinya juga tetep nggak ada. Sad😣. Huhuhu error lagi😭
2021-01-08 22:30:43,PES_Nanda Rochimatus Solikha,4,"Sangat bagus aplikasinya, bukunya juga banyak. Tapi sering gagal merefresh kategori buku dan usernya. Mohon segera diperbaiki ya min"
2021-01-08 21:09:59,Sumiyati Hoo,3,"Sebenernya aplikasinya bagus berguna banget cuman suka ngebug. Padahal jaringan internet saya bagus,buat youtub lancar. Tapi mau cari buku aja loadingnya itu lama kadang2 gagal musti close up berkali kali"
2021-01-08 14:12:36,Day Adenanthera,5,"Saya sangat menyukai aplikasi iPusnas karena setelah mengenal iPusnas, saya jadi termotivasi untuk banyak membaca buku."
2021-01-08 10:03:40,Dew,5,"aplikasi yang bagus. sangat membantu. tapi mungkin akan lebih baik lagi kalau ditambahkan menu seperti buku paling banyak dibaca, buku yang baru saja ditambahkan, dll, jadi bisa memberikan referensi bagi pengguna yang bingung ingin membaca buku apa lagi."
2021-01-08 07:20:01,EMy Septiana,3,Mengapa apalikasi ini tidak bisa didownload..
2021-01-08 03:43:03,Moh. Rizki Maulana,2,"Lah saya tidak bisa masuk ""tidak dpt mengambil data dari server dan tidak ada DLS"" gimana ini????"
2021-01-07 16:14:51,Ahmad Fadhli,1,Aplikasi sering eror ketika ingin membaca dan menutup sendiri. Tampilan tidak menarik. Katalog yang buruk.
2021-01-07 04:57:59,Musfiq Fadhil,5,Bermanfaat
2021-01-06 20:04:16,Fani Inaf,5,Buku²nya kurang banyak mungkin bisa lebih diperbanyak artikel² juga untuk jurusan analis kesehatan dan kedokteran
2021-01-06 08:42:05,Ayu Me,4,Sudah oke
2021-01-06 04:42:32,lidia Ratnasari,5,"Aplikasi yang sangat bermanfaat, semoga Allah memberi kesehatan untuk pembuat aplikasinya. Kerennn"
2021-01-05 19:07:53,Yanuar Andre,5,"Berharap semoga jumlah copy yang bisa dipinjam tiap buku tidak terbatas, sehingga saya tidak perlu menunggu antrian untuk meminjam e-book"
2021-01-05 15:07:29,Zaki Fathurohman,5,akses buku2 bermutu dan berbobot belum pernah menjadi sedekat dan semudah ini
2021-01-05 12:43:34,shadow Rain,2,"Tolong, kenapa saya gabung pake fb lama bgt, pake email juga tulisannya belum terdaftar"
2021-01-05 10:54:49,Naurah Luthfiana Chodidjah,5,"Aplikasi ini membantu sekali, terutama untuk mencari buku literasi."
2021-01-05 10:31:58,Joanna Victoria,5,Luar biasa aplikasi ini.. terima kasih ipusnas. Saya jadi bisa membaca buku secara gratis 🙏
2021-01-05 04:28:08,Delwin Yoanes,3,"Bisa baca buku gratis. Sangat bermanfaat. Tapi Masih perlu banyak perbaikan karenaSulit membaca pada tampilan Landscape. saat menggeser buku ke bawah atau atas, menunya selalu terbuka sehingga menutupi tulisan di bagian atas dan bawah buku, ini yang membuat membaca pada tampilan Landscape terganggu. Tidak bisa menampilkan halaman terakhir yang dibuka setelah menutup aplikasi. Pada tampilan potrait, tulisan terlalu kecil & tidak bisa di zoom karena menu zoom tidak berfungsi. (Device : Realme C15)"
2021-01-05 04:22:56,Muhammad aji bakri Aji,3,Emm kayaknya ada bug dimana buka ebooknya langsung crash appnya
2021-01-04 15:06:09,Shofiyah Siti,5,Sangat membantu
2021-01-04 14:31:43,Siti Nurhalisa AM,1,Kok aplikasinya nggak kebuka kak? Katanya nggak kesambung sm jaringan DSL???
2021-01-04 11:43:30,067 - Sentana Wahyu Saputra,1,"Eror terus, sangat buruk"
2021-01-04 06:40:12,Nicko Aditya,4,"masih banyak bug, tetapi perlu diapresiasi usaha yg sudah dilakukan perpusnas....mohon senantiasa diupdate berkala sehingga aplikasi ini dapat menjadi lebih baik lagi"
2021-01-04 04:41:29,rizki adi wijaya,5,"Fitur search tidak berfungsi, sehingga susah mencari buku yang diinginkan. mohon segera diperbaiki, untuk selebihnya bagus"
2021-01-04 03:24:41,Nabila Anggraina,5,Aplikasi bagus untuk yang hobi membaca dan nggak punya banyak uang saku untuk beli buku. Semoga dengan aplikasi ini Indonesia menjadi lebih gemar membaca dan kaya literasi. Terima kasih telah dengan cepat memperbaiki kendala dalam aplikasi.
2021-01-04 02:40:42,Ema Juniarsyah,5,"Kadang suka error pas mau cari buku, ga keluar. Padahal jaringannya bagus kok. Sayang banget."
2021-01-04 01:33:27,Risma Sari,4,Halo kak. Saya sudah lama jadi pengguna ipusnas dan ini sangat membantu saya dalam menyelesaikan tugas kuliah. Tapi kenapa saya tadi search buku kok Ndak muncul sama sekali ya gak bisa buat search buku. Mohon bantuannya kak🙏
2021-01-04 01:32:55,Muji Dwi Prasetyo,2,"Sekarang susah kalau mau nyari buku, kemarin-kemarin bisa, tapi sekarang nggak"
2021-01-04 01:30:36,MUHAMMAD JIMI,1,"Rusak terus, ya wajar sih soalnya banyak virusnya"
2021-01-04 01:07:53,Glorya Viltanymora,1,"Ipusnas lagi error ya? soalnya waktu mau cari buku hasil nya tidak keluar, layar putih, tidak ada tulisan apa-apa. tapi masih bisa buka buku yang muncul di beranda"
2021-01-04 01:04:08,Manusia,3,Pencarian Buku dibuat spesifik dan pembagian kategori berdasarkan tahun aja
2021-01-04 00:23:54,063 Sahrul Gunawan,3,Suka eror tolong tingkatkan lagi
2021-01-03 23:47:40,Tiara World,5,Love bgt
2021-01-03 23:44:13,Nadhifah Hasna Salsabilla,4,"Napa yaa min ipusnas saya fitur pencariannya kurang berfungsi atau bahkan tidak berfungsi. Saat saya mencari buku yang saya inginkan tidak bisa ditemukan. Awalnya saya kira memang bukunya tidak tersedia di dalam aplikasinya. Tetapi, pas saya mencoba mencari buku yang sudah saya pinjam di aplikasinya tidak ada. Heran saya. Hmmm tolong untuk pihak ipusnas diperbaiki lagi."
2021-01-03 22:56:49,samsul RH,1,Jelek banget sumpah nyesel download
2021-01-03 17:36:02,Roslinda Az Zahro,1,"Gmn sih, mau search gabisa gada yang keluar, trus pas udah dipinjem eh bukunya gabisa dibuka :("
2021-01-03 17:03:47,ratna asih,4,"Min dimana bisa kasih masukan, pertanyaan atau keluhan ke admin ipunas? Q udah pake ipunas dari dulu bangt. Ngikutin terus perkembangannya kadang lbh baik tp kdng malah lbh jlk.. Kadang tiba"" eror kadang gagal download tp kesel aja gak tau gimana caranya menghub admin. Masa harus ke playstore dulu buat komentar. Udh 2hari pencarian tidak bisa loading. buat download minjam ngasal bisa tp nyari gak bisa udah coba pake keyword apa aja ttp eror. U Upgrd slanjtnya mungkin tambah kolom bantuan di apk."
2021-01-03 16:36:15,Nurul Mar'atus,1,"Aplikasi sering error, loading sudah selesai tp buku yg dicari malah ga keluar, halaman tetep aja warna putih."
2021-01-03 16:06:27,Lisra Yenny,3,"Senang sekali ada ipusnas, hobi membaca saya tersalurkan, buku2 baru pun ada disini. Tapi beberapa hari ini saya tidak bisa searching...kenapa ya? Yg dicari tidak muncul hasilnya, blank saja... Padahal sinyal bagus...mohon pencerahan nya min.. Terimakasih.."
2021-01-03 15:47:55,Ikhwan Wahyu Fakhri Nurrohman,5,Aplikasi sangat bermanfaat. Tapi kenapa akhir akhir ini fitur kolom pencariannya error tdk bisa memunculkan buku yang dicari . Mohon segera diperbaiki 🙏
2021-01-03 13:54:41,Fia Maretha,1,baik lewat hp maupun pc aplikasi error
2021-01-03 13:53:17,Ines Inaya Putri,4,"Aplikasinya Bagus, namun ada sedikit kendala kenapa ketika ingin mencari buku di kolom pencarian tidak ada yang muncul malah blank ya ?"
2021-01-03 13:44:22,Firda Irawan,4,"Dgn adanya aplikasi ini memang sngt membantu.. apalagi bgi mahasiswa yg perlu sekali buku dan hrus menghemat uang. Tp bbrp hr ini sya ad kndla, tidak ada buku yg muncul apabila diketikan pda kolom pencarian. Itu knp ya?"
2021-01-03 13:09:13,Raden Ajeng Wulandari,3,Kenapa bar pencariannya error lagi? Tidak keluar apapun ketika saya mencari judul buku yang saya inginkan
2021-01-03 12:07:16,Erika Putri,2,"Gabisa dipake sekali, buat nyari buku juga gabisa. Bener² gk muncul daftarnya. Padahal udh install ulang berkali-kali"
2021-01-03 11:18:28,hourglass ticks,3,"Koleksi buku lumayan ok. Tapi, kalau lagi maintenance, lebih baik ada remindernya baik sebelum dan saat terjadi, biar nggak merasa terPHP karena pas cari buku dapet result kosong, dikiranya nggak ada. Sistem antrian buku pakai sistem tingkat kebejoan. Dan, menurut saya UI/UX kurang fresh, tp itu opini aja sih. 😂 Aplikasi ini ada potensi yang besar untuk meningkatkan minat baca Indonesia, jadi mohon segera dilengkapi kekurangannya. Thanks. :)"
2021-01-03 11:15:18,Fajar Muhammad Natsir,5,"Mau nanya min, kalo apk ini sedang perbaikan kah ? Soalnya mw pinjem buku atau nyari buku nggak muncul2"
2021-01-03 07:42:02,Pengguna Google,2,"Saya tidak bisa searching muncul internal server error di hari Minggu, apakah karena libur? Tolong perbaiki"
2021-01-03 06:56:33,Dinda Aliffia,2,Kenapa saya tidak bs search judul maupun nama author di aplikasi ipusnas hari ini ya? Apa sedang ada masalah?
2021-01-03 06:04:35,Susi Adela,5,oke
2021-01-03 06:04:31,muhamad khaisa,5,Kenapa ya min.. Kok saya melakukan pencarian buku tidak bisa muncul??? 🙏🙏🙏
2021-01-03 05:39:43,Muhammad Hanif Yusuf,5,"Bagus banget perpus online , jadi gak usah cape - cape pergi ke perpus deh"
2021-01-03 04:00:59,NuvedaZafrian19 10,5,Bagus banget aku anak kecil aku kasih bintang 10000000000000000000
2021-01-03 03:03:01,Jakarta Gorden,5,"salam admin, kotak pencarian ipusnas tidak bisa diakses, mohon bantuannya, terimakasih.."
2021-01-03 02:53:32,Your Kuki,3,Tolong dong diperbaiki secepatnya. Dari tadi saya tidak bisa mengerjakan tugas karena bukunya tidak bisa dipinjam😭 Sebentar lagi deadline. Tolong dong 😭
2021-01-03 02:32:55,Rizky Ridhotilah,5,Terbaik 👍
2021-01-03 02:23:35,HATFAN S R,5,Bagus
2021-01-03 00:36:04,Cahyo Kurosaki,5,"dah bagus... cm sering ngebug, tau2 keluar sendiri. fasilitas kotak pencariannya agak krng berguna, ditulis judul di kotak pencarian ga ketemu, tp kl nyari sendiri di kategori ketemu.. ms iya hrus ribet masuk ke menu kategori, mohon utk diperbaiki."
2021-01-02 23:08:38,Nala Ridhwanul,4,"Dengan adanya aplikasi ini semakin membuat saya senang membaca, namun masih ada beberapa hal yang perlu diperbaiki dari aplikasinya. Entah kenapa saat saya menggunakan pencarian, saya mengetikkan kata kunci apapun tapi tidak ada buku yang muncul padahal koneksi saya baik-baik saja. Juga sepertinya koleksinya masih kurang, terutama karya-karya baru banyak yang belum ada. Semoga ipusnas semakin berbenah dan dapat meningkatkan minat baca bangsa Indonesia."
2021-01-02 22:11:48,Jazilah Nzl,2,"Saya dulu pernah pakai apk ini, lancar.. sekarang pas bagian searching buku malah tidak ditampilkan apapun.. mohon segera untuk perbaikannya🙏"
2021-01-02 19:16:59,Khofifah Amari'a,4,"Saya suka sekali aplikasi ini. Namun mohon diperbaiki terus pelayananya ya, sering error dll. Terimakasih. Ayo tolong tingkatkan lagi performanya! Aplikasi ini sangat membantu pembelajaran, namun sering bug."
2021-01-02 17:29:22,Rizal Mutashim,5,Gift alok
2021-01-02 15:07:26,POETRA CETOL BLITAR,1,Wkwkwkwk kok gregeten ya.....ini aplikasi negara tapi lagi fan lagi eror terutama log in hilang sendiri dan yang paling parah di fitur pencarianya kagak bisa 😅😅padahal kemarin sempet seneng ama apalikasi ini....aduh aplikasi negara kayak gini. Untung Pak Jokowi belum tahu..kalu dalam 3 hari aplikasi ini belum juga dibenahi maaf akan saya adukan langsung ke Pak Jokowi..
2021-01-02 13:31:09,Zurrahmah,4,Saya udah lama pake aplikasi ini. Tapi begitu ganti HP malah ga bisa login ke akun lama. Padahal alamat fb dan email masih yang lama
2021-01-02 13:12:33,Cadas,5,Ipusnasnya gangguan min
2021-01-02 11:22:11,Muh Arif,3,"Mas aplikasinya error ga bisa memuat data atau apalah katanya,ntar kasih 5 bintang kalau aplikasinya udah baik ,makasih"
2021-01-02 11:21:41,Mam Reff,1,Punya saya tidak bisa masuk ke ipunas... saya kasih 1 bintang sementara
2021-01-02 09:47:01,Judesen Sampe pakiding,5,Di tambah stok bukunya ya
2021-01-02 03:33:08,Pagar Limaenam,2,ini aplikasinya lagi error ya? soalnya kenapa kok udah login mau baca buku keluar lagi log in lagi eehh keluar lagi
2021-01-02 02:58:52,Fifin Shafa,4,Mohon perbanyak buku digitalnya. Terima kasih
2021-01-02 00:50:55,reza andrisandi,5,"Sy sdh pakai sejak lama. Sebelum ada ipusnas, sy rutin ke perpustakaan nasional dan menikmati banyak fasilitasnya. Saran untuk lebih menggelorakan membaca bagi masyarakat, agar banyak diadakan kegiatan penunjang, misal review buku via zoom, banyakin bagi hadiah ebook dll"
2021-01-01 12:02:38,Apriyadi konap,3,"Saya kasih bintang 3 dulu, karna susah login"
2021-01-01 08:18:10,salika,5,Terimakasih sudah memberikan bacaan secara legal
2021-01-01 08:12:58,Bryan Marchelino Simorangkir,5,Gud
2020-12-31 10:39:11,FDO,5,Bintang 5 sangat membantu saat suntuk sambil baca-baca
2020-12-30 10:44:40,Iman Budiman SMPN4,4,Terima kasih semoga bermanfaat
2020-12-30 07:37:04,ana ufairah,1,aplikasinya ndak bisa meminjam lagi. Tolong dong operatornya dibenarin dong. Nanti klo udah bisa saya kasih bintang 5
2020-12-30 02:54:37,Ella Putriansyah,5,Cocok buat mahasiswa semester akhir yang lagi nyari referensi buku untuk nyusun skripsi 😁🙏
2020-12-30 02:54:29,MUHAMMAD WASIB,5,"Assalamu'alaikum kak untuk naik level itu kan butuh untuk commen terus kita itu harus komen nya ke mana waktu pinjam buku apa postingan orang ya, soalnya saya udah banyak komen tapi gak naik naik juga. Apa aplikasi nya bermasalah ya di hp saya"
2020-12-29 23:27:22,Aqila Shofiya,3,Untuk sementara saya kasih bintang 3 dulu...Krn saya sudah login tpi pas aku mau pinjam kok gak bisa...di bilangnya aku belum masukin email... padahal aku udah masukin email...aku udah coba berkali kali sampai aku bikin akun baru...tpi tetap aja gak bisa...tolong dong di perbaiki😡😠😭😭😭
2020-12-29 16:34:30,Abdul Hafis,5,👍👍
2020-12-29 12:06:40,Iqbal Qutub,4,Tolong kepada admin ipusnas tolong ini gak bisa buka buka buku nya stiap mau pinjam buku pasti ada kata maaf email kmu belum verifikasi tolong yah admin saya mau baca buku dari tadi gk bisa muli tolongg ya adminn🙏🙏
2020-12-29 07:35:56,uwu,3,"Buku bukunya sangat tidak lengkap, hampir setiap buku yang saya cari tidak ada (ekonomi, ekonometrika, ekonomi syariah, bisnis dll) padahal perpus nasional :(("
2020-12-29 07:08:56,Elma Bilkisti,4,"Bagus, tapi buku yg saya cari tidak dapat. The Madness of God & The Man Who Have Elephants : Iblis Menggugat Tuhan Karya Daud Ibn Tamam ibn Ibrahim Al-Shawni. Mohon untuk di update secepatnya 🙏🙏"
2020-12-29 04:49:58,Komodo Cupu,4,"😭😭😭😭Gue download iPusnas karena mau daftar jadi member BSWClub dan tantangan seleksi ke-4 harus ngereview cerpen yang ada di sini. Tapi memori gak yang merestui terus, padahal udah hapus banyak apk... Sampai akhirnya gue relain all song EXO gue. 😭😭😭 Alhamdulillah, miracle in desember."
2020-12-28 19:36:11,Zkki,1,"Baru downlowad kak , pertama bisa terus abis kembali ke ""home"" mau buka lagi aplikasinya malah nggak bisa"
2020-12-28 16:29:29,Cucu Jaa Aminarsih,1,Banyak banget masalah min
2020-12-28 11:22:16,Nur Latifah,5,Nice
2020-12-28 07:45:18,Muliadi Al-Jauzi,2,Pliss jgn eror
2020-12-27 23:29:44,FARAH MILLADWIPURWASARI,3,awal menggunakan ipusnas sangat menyenangkan...lalu trejadi auto logout. saat d instal ulang sering error...tidak bisa membuka buku yg sudah dipinjam
2020-12-27 22:55:58,Isninuriyah Estiana,5,Assalamualaikum saya suka denga aplikasi ini membatu saya tapi kenaoa ya buku yg saya cari gak ada sya ketik ekonomi makro islam kenapa yg keluar buku lain mohon bantuannya min saya butuh bukunya🙏
2020-12-27 20:15:30,Erva Dillah,2,"Ini gimana yah, saya sudah download dengan harapan yg tinggi, tapi pas dibuka apknya nge-lag. Padahal data seluler saya baik-baik saja, tapi ketika membuka apk,mendaftar akun,mencari buku yg lainnya itu memakan waktu yg sangat lama. Padahal apknya sudh bagus, bnyak sekali buku yg terdapat didalamnya. Tolong yh diperbaiki lagi"
2020-12-27 08:29:02,Ashri Fadilla,3,"Ini nih, solusi bagi orang yg suka kalap kalo ke toko buku! Membantu banget. Seneng deh! . Tapi kalo bisa, banyakin lagi eksemplarnya. Soalnya buku inceran saya, banyak yg antriannya paaaanjaaaaaaang 🤧"
2020-12-27 07:38:35,Ali Wijaya,5,Sangat baik
2020-12-27 05:55:15,Mohammad Rezaldy099,3,Tiga bintang karna akunku tdk bisa membaca buku mohon bantuannya
2020-12-27 02:17:15,Yusril Ihza Farhan Wijaya,1,"Semoga jumlah buku dapat ditingkatkan, sehingga memudahkan untuk meminjam dan tidak perlu mengantri"
2020-12-26 22:06:10,ReUploadBy,4,kenapa tidak bisa dilakukan pencarian buku ya. Saya kesulitan menemukan buku yang kuinginkan
2020-12-26 16:37:49,Ari Anjari,5,Terimakasih ipusnas sangat baik
2020-12-26 14:51:33,Grasia Saraisang,5,Terimakasih...Aplikasinya sangat bagus
2020-12-26 04:49:42,Erma Juliani,1,Tidak bisa untuk membuka aplikasinya. Dengan keterangan tidak dapat mengambil data dari server
2020-12-26 04:47:14,Udin Dab,4,Masih nyoba fitur baru
2020-12-25 14:32:59,yhuni WK,4,"Seneng bgt pas tau ada update terbaru, dan pas awal update cari buku udah bisa. Tapi ini app jadi lemot bgt. Jaringan lancar tp tiap buka no connection. Dan hari ini bener2 gak bisa di buka sama sekali. Coba ganti hp malah gak bisa log in. Mohon bantuanny untuk segera diperbaiki. Dan jika ada update terbaru tlong jangan malah memperburuk app ini. Terima kasih....."
2020-12-25 06:49:22,Ancor Jo,4,"Assalamualaikum bagi saya aplikasi ini bagus tapi tolong di tambahkan lagi buku tentang sejara dan juga buku tentang pertanias serta bukuengenai teknologi pangan, serta buku filsafat karna bagi saya buku tersebut lebih di minati 🙏"
2020-12-25 05:15:14,rizalofi chanel,1,"Kenapa app tdk bisa login menggunakan email ataupun fb udh seminggu gk bsa dftar, mohon bantuannya"
